# feature_gene,class_gene,start,end,strand,symbol,locus_tag,feature_interval_length,attributes_gene,# feature_product,class_product,product_accession_product,name_product,product_length_product,attributes_product
gene,protein_coding,2358330,2358845,-,,PP_2073,516,,CDS,with_protein,AAN67687.1,"Acetyltransferase, GNAT family",171.0,
gene,protein_coding,2359043,2359966,+,,PP_2074,924,,CDS,with_protein,AAN67688.1,"Transcriptional regulator, LysR family",307.0,
gene,protein_coding,2360023,2361156,-,,PP_2075,1134,,CDS,with_protein,AAN67689.1,conserved membrane protein of unknown function,377.0,
gene,protein_coding,2361153,2363876,-,,PP_2076,2724,,CDS,with_protein,AAN67690.1,conserved protein of unknown function,907.0,
gene,protein_coding,2364209,2365441,-,lysA-I,PP_2077,1233,,CDS,with_protein,AAN67691.1,diaminopimelate decarboxylase,410.0,
gene,protein_coding,2365565,2366470,+,lysR,PP_2078,906,,CDS,with_protein,AAN67692.1,transcriptional activator protein LysR,301.0,
gene,protein_coding,2366554,2367012,-,,PP_2079,459,,CDS,with_protein,AAN67693.1,conserved protein of unknown function,152.0,
gene,protein_coding,2367183,2372048,+,gdhB,PP_2080,4866,,CDS,with_protein,AAN67694.2,NAD-specific glutamate dehydrogenase,1621.0,
gene,protein_coding,2372160,2372978,-,,PP_2081,819,,CDS,with_protein,AAN67695.1,putative phosphoenolpyruvate synthase regulatory protein,272.0,
gene,protein_coding,2373170,2375545,+,ppsA,PP_2082,2376,,CDS,with_protein,AAN67696.1,phosphoenolpyruvate synthetase,791.0,
gene,protein_coding,2375647,2376639,+,,PP_2083,993,,CDS,with_protein,AAN67697.1,putative Lipase,330.0,
gene,protein_coding,2376844,2377335,+,,PP_2084,492,,CDS,with_protein,AAN67698.1,Putative regulator of ribonuclease activity,163.0,
gene,protein_coding,2377360,2378358,+,cmaX,PP_2085,999,,CDS,with_protein,AAN67699.1,CmaX protein,332.0,
gene,protein_coding,2378446,2378718,+,,PP_2086,273,,CDS,with_protein,AAN67700.1,"conserved protein of unknown function, CrfX family",90.0,
gene,protein_coding,2378721,2379545,+,cmpX,PP_2087,825,,CDS,with_protein,AAN67701.1,CmpX protein,274.0,
gene,protein_coding,2379635,2380225,+,,PP_2088,591,,CDS,with_protein,AAN67702.1,RNA polymerase sigma factor SigX,196.0,
gene,protein_coding,2380337,2381371,+,oprF,PP_2089,1035,,CDS,with_protein,AAN67703.1,Outer membrane porin F,344.0,
gene,protein_coding,2381458,2382198,-,cobA,PP_2090,741,,CDS,with_protein,AAN67704.1,Uroporphyrinogen-III C-methyltransferase,246.0,
gene,protein_coding,2382226,2383896,-,,PP_2091,1671,,CDS,with_protein,AAN67705.1,putative Serine/threonine-protein kinase,556.0,
gene,protein_coding,2383906,2385141,-,nasA,PP_2092,1236,,CDS,with_protein,AAN67706.1,Nitrate transporter,411.0,
gene,protein_coding,2385302,2385877,-,,PP_2093,576,,CDS,with_protein,AAN67707.1,NasT,191.0,
gene,protein_coding,2385889,2387103,-,,PP_2094,1215,,CDS,with_protein,AAN67708.1,putative Nitrate-binding protein NasS,404.0,
gene,protein_coding,2387241,2388263,+,pyrD,PP_2095,1023,,CDS,with_protein,AAN67709.1,Dihydroorotate dehydrogenase (quinone),340.0,
gene,protein_coding,2388407,2388622,-,rmf,PP_5502,216,,CDS,with_protein,AMM02840.1,ribosome modulation factor,71.0,
gene,snoRNA,2388638,2388767,-,,PP_mr31,130,,ncRNA,snoRNA,,rmf regulatory region,,
gene,protein_coding,2389140,2391377,+,rlmKL,PP_2096,2238,,CDS,with_protein,AAN67710.1,fused 23S rRNA m2G2445 methyltransferase and 23S rRNA m7G2069 methyltransferase,745.0,
gene,protein_coding,2391472,2393874,+,,PP_2097,2403,,CDS,with_protein,AAN67711.1,Sensory box protein,800.0,
gene,protein_coding,2393980,2395392,-,dacB,PP_2098,1413,,CDS,with_protein,AAN67712.1,D-alanyl-D-alanine carboxypeptidase,470.0,
gene,protein_coding,2395635,2395979,-,,PP_2099,345,,CDS,with_protein,AAN67713.1,conserved protein of unknown function,114.0,
gene,protein_coding,2396021,2399656,-,,PP_2100,3636,,CDS,with_protein,AAN67714.1,two-component sensor protein,1211.0,
gene,protein_coding,2399659,2400282,-,evgA,PP_2101,624,,CDS,with_protein,AAN67715.1,DNA-binding response regulator in two-component regulatory system with EvgS,207.0,
gene,protein_coding,2400557,2401888,-,dgt,PP_2102,1332,,CDS,with_protein,AAN67716.1,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,443.0,
gene,protein_coding,2402037,2402366,-,,PP_2103,330,,CDS,with_protein,AAN67717.1,conserved protein of unknown function,109.0,
gene,protein_coding,2402363,2402737,-,,PP_2104,375,,CDS,with_protein,AAN67718.1,conserved membrane protein of unknown function,124.0,
gene,protein_coding,2402747,2403061,-,,PP_2105,315,,CDS,with_protein,AAN67719.1,conserved protein of unknown function,104.0,
gene,protein_coding,2403374,2404582,+,,PP_2106,1209,,CDS,with_protein,AAN67720.1,putative Ammonium transporter,402.0,
gene,protein_coding,2404656,2404895,+,,PP_2107,240,,CDS,with_protein,AAN67721.1,conserved protein of unknown function,79.0,
gene,protein_coding,2405004,2405435,+,,PP_2108,432,,CDS,with_protein,AAN67722.1,conserved protein of unknown function,143.0,
gene,protein_coding,2405501,2405809,+,,PP_2109,309,,CDS,with_protein,AAN67723.1,conserved protein of unknown function,102.0,
gene,protein_coding,2405840,2406745,+,,PP_2110,906,,CDS,with_protein,AMM02841.1,putative ribosomal large subunit pseudouridine synthase,301.0,
gene,protein_coding,2406999,2408564,-,,PP_2111,1566,,CDS,with_protein,AAN67724.1,putative aerotaxis receptor,521.0,
gene,protein_coding,2408706,2411447,-,acnA-I,PP_2112,2742,,CDS,with_protein,AAN67725.1,aconitate hydratase 1,913.0,
gene,protein_coding,2411672,2412736,+,rlmM,PP_2113,1065,,CDS,with_protein,AAN67726.1,Ribosomal RNA large subunit methyltransferase M,354.0,
gene,protein_coding,2413157,2414458,+,,PP_2114,1302,,CDS,with_protein,AAN67727.1,transposase,433.0,
gene,protein_coding,2414803,2415000,+,,PP_2115,198,,CDS,with_protein,AAN67728.1,conserved protein of unknown function,65.0,
gene,protein_coding,2415022,2415264,+,tusA-II,PP_2116,243,,CDS,with_protein,AAN67729.1,sulfurtransferase,80.0,
gene,protein_coding,2415325,2416467,+,pdxB,PP_2117,1143,,CDS,with_protein,AAN67730.1,Erythronate-4-phosphate dehydrogenase,380.0,
gene,protein_coding,2416582,2416779,-,,PP_2118,198,,CDS,with_protein,AAN67731.1,conserved protein of unknown function,65.0,
gene,protein_coding,2416966,2418729,+,,PP_2119,1764,,CDS,with_protein,AAN67732.1,"putative ABC efflux transporter, permease/ATP-binding protein",587.0,
gene,protein_coding,2418850,2420517,+,ctpH,PP_2120,1668,,CDS,with_protein,AAN67733.1,Methyl-accepting chemotaxis protein CtpH,555.0,
gene,tRNA,2420624,2420700,-,,PP_t62,77,,tRNA,,,tRNA-Pro,,
gene,protein_coding,2420781,2421002,-,,PP_2121,222,,CDS,with_protein,AAN67734.1,putative Lipoprotein,73.0,
gene,protein_coding,2421190,2421729,+,moaB-I,PP_2122,540,,CDS,with_protein,AAN67735.1,molybdenum cofactor biosynthesis protein B,179.0,
gene,protein_coding,2421713,2422939,+,moeA,PP_2123,1227,,CDS,with_protein,AAN67736.1,molybdenum::molybdopterin ligase,408.0,
gene,protein_coding,2422928,2424175,-,,PP_2124,1248,,CDS,with_protein,AAN67737.1,putative Glycosyl transferase,415.0,
gene,protein_coding,2424390,2425319,+,yegS,PP_2125,930,,CDS,with_protein,AAN67738.2,lipid kinase,309.0,
gene,protein_coding,2425303,2425962,-,,PP_2126,660,,CDS,with_protein,AAN67739.1,"DNA-binding response regulator, LuxR family",219.0,
gene,protein_coding,2425952,2426893,-,,PP_2127,942,,CDS,with_protein,AAN67740.1,Sensor histidine kinase,313.0,
gene,protein_coding,2427215,2427727,-,,PP_5503,513,,CDS,with_protein,AMM02842.1,putative CheA signal transduction histidine kinase,170.0,
gene,protein_coding,2428076,2429011,+,,PP_2128,936,,CDS,with_protein,AAN67741.1,putative CheV-like chemotaxis protein,311.0,
gene,protein_coding,2429067,2429870,+,,PP_2129,804,,CDS,with_protein,AAN67742.1,conserved protein of unknown function,267.0,
gene,protein_coding,2429983,2431956,-,,PP_2130,1974,,CDS,with_protein,AAN67743.1,putative Soluble lytic transglycosylase,657.0,
gene,protein_coding,2432129,2434057,+,uup,PP_2131,1929,,CDS,with_protein,AAN67744.1,DNA-binding ATPase involved in replication,642.0,
gene,protein_coding,2434165,2434605,-,,PP_2132,441,,CDS,with_protein,AAN67745.1,Universal stress protein,146.0,
gene,protein_coding,2434689,2435153,+,,PP_2133,465,,CDS,with_protein,AAN67746.1,conserved protein of unknown function,154.0,
gene,protein_coding,2435457,2436422,+,,PP_2134,966,,CDS,with_protein,AAN67747.1,transposase,321.0,
gene,protein_coding,2437081,2439228,+,fadB,PP_2136,2148,,CDS,with_protein,AAN67749.1,enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase,715.0,
gene,protein_coding,2439260,2440435,+,pcaF-II,PP_2137,1176,,CDS,with_protein,AAN67750.1,"beta-ketoadipyl CoA thiolase, beta component",391.0,
gene,protein_coding,2440511,2440762,+,,PP_2138,252,,CDS,with_protein,AAN67751.1,conserved protein of unknown function,83.0,
gene,protein_coding,2440863,2443472,+,topA,PP_2139,2610,,CDS,with_protein,AAN67752.1,DNA topoisomerase I,869.0,
gene,protein_coding,2443485,2444078,+,,PP_2140,594,,CDS,with_protein,AAN67753.1,conserved protein of unknown function,197.0,
gene,protein_coding,2444129,2444362,+,,PP_2141,234,,CDS,with_protein,AAN67754.1,conserved protein of unknown function,77.0,
gene,protein_coding,2444413,2444889,-,sulA,PP_2142,477,,CDS,with_protein,AAN67755.1,Cell division inhibitor SulA,158.0,
gene,protein_coding,2444903,2445511,-,lexA-I,PP_2143,609,,CDS,with_protein,AAN67756.1,transcriptional repressor,202.0,
gene,protein_coding,2445727,2446434,+,,PP_2144,708,,CDS,with_protein,AAN67757.1,"Transcriptional regulator, TetR family",235.0,
gene,protein_coding,2446612,2447622,+,nagZ,PP_2145,1011,,CDS,with_protein,AAN67758.1,beta-N-acetylglucosaminidase,336.0,
gene,protein_coding,2447765,2451082,-,,PP_2146,3318,,CDS,with_protein,AAN67759.2,helicase SNF2/RAD54 family,1105.0,
gene,protein_coding,2451087,2451659,-,,PP_2147,573,,CDS,with_protein,AAN67760.1,conserved exported protein of unknown function,190.0,
gene,protein_coding,2451669,2455118,-,mfd,PP_2148,3450,,CDS,with_protein,AAN67761.1,transcription-repair coupling factor,1149.0,
gene,protein_coding,2455286,2456749,+,gapB,PP_2149,1464,,CDS,with_protein,AAN67762.1,glyceraldehyde-3-phosphate dehydrogenase,487.0,
gene,protein_coding,2456930,2457928,+,,PP_2150,999,,CDS,with_protein,AAN67763.1,putative Thiamine biosynthesis lipoprotein,332.0,
gene,protein_coding,2458133,2459527,+,sthA,PP_2151,1395,,CDS,with_protein,AAN67764.1,soluble pyridine nucleotide transhydrogenase,464.0,
gene,protein_coding,2459576,2460292,-,ugpQ,PP_2152,717,,CDS,with_protein,AAN67765.1,glycerophosphoryl diester phosphodiesterase,238.0,
gene,protein_coding,2460324,2460803,-,,PP_2153,480,,CDS,with_protein,AAN67766.2,conserved protein of unknown function,159.0,
gene,protein_coding,2461002,2462252,+,lolC,PP_2154,1251,,CDS,with_protein,AAN67767.1,LolC,416.0,
gene,protein_coding,2462245,2462943,+,lolD,PP_2155,699,,CDS,with_protein,AAN67768.1,Lipoprotein-releasing system ATP-binding protein LolD,232.0,
gene,protein_coding,2463004,2464245,+,lolE,PP_2156,1242,,CDS,with_protein,AAN67769.1,"Lipoprotein releasing system, permease protein",413.0,
gene,protein_coding,2464285,2465637,-,,PP_2157,1353,,CDS,with_protein,AAN67770.1,Sensor histidine kinase,450.0,
gene,protein_coding,2465634,2466314,-,copR-I,PP_2158,681,,CDS,with_protein,AAN67771.1,transcriptional activator protein,226.0,
gene,protein_coding,2466515,2467042,+,,PP_2159,528,,CDS,with_protein,AAN67772.1,"Copper-binding protein, plastocyanin/azurin family",175.0,
gene,protein_coding,2467111,2467941,+,queF,PP_2160,831,,CDS,with_protein,AAN67773.1,NADPH-dependent 7-cyano-7-deazaguanine reductase,276.0,
gene,protein_coding,2467973,2468236,-,,PP_2161,264,,CDS,with_protein,AAN67774.1,conserved protein of unknown function,87.0,
gene,protein_coding,2468359,2468922,-,,PP_2162,564,,CDS,with_protein,AAN67775.1,putative phosphonoacetaldehyde phosphonohydrolase-related protein,187.0,
gene,protein_coding,2469124,2469831,+,vacJ,PP_2163,708,,CDS,with_protein,AAN67776.1,VacJ lipoprotein,235.0,
gene,protein_coding,2469866,2470165,-,,PP_2164,300,,CDS,with_protein,AAN67777.1,conserved protein of unknown function,99.0,
gene,protein_coding,2470436,2471617,+,,PP_2165,1182,,CDS,with_protein,AAN67778.1,Response regulator,393.0,
gene,protein_coding,2471614,2472096,+,,PP_2166,483,,CDS,with_protein,AAN67779.1,Anti-anti-sigma factor,160.0,
gene,protein_coding,2472245,2474095,-,,PP_2167,1851,,CDS,with_protein,AAN67780.1,putative PhoD-like phosphatase,616.0,
gene,protein_coding,2474275,2475201,-,tal,PP_2168,927,,CDS,with_protein,AAN67781.1,Transaldolase,308.0,
gene,protein_coding,2475358,2476368,-,dusA,PP_2169,1011,,CDS,with_protein,AAN67782.1,tRNA-dihydrouridine synthase A,336.0,
gene,protein_coding,2476466,2477164,+,,PP_2170,699,,CDS,with_protein,AAN67783.1,"putative enzyme, chorismate mutase family protein",232.0,
gene,protein_coding,2477210,2477836,-,,PP_2171,627,,CDS,with_protein,AAN67784.1,"Transporter, LysE family",208.0,
gene,protein_coding,2478304,2478747,+,,PP_2172,444,,CDS,with_protein,AAN67785.1,conserved exported protein of unknown function,147.0,
gene,protein_coding,2479192,2480061,-,,PP_2173,870,,CDS,with_protein,AAN67786.1,"Transcriptional regulator, AraC family",289.0,
gene,protein_coding,2480168,2480560,-,,PP_2174,393,,CDS,with_protein,AAN67787.1,conserved protein of unknown function,130.0,
gene,protein_coding,2480642,2481346,-,,PP_2175,705,,CDS,with_protein,AAN67788.1,putative 3-oxoacyl-(Acyl-carrier-protein) reductase,234.0,
gene,protein_coding,2481446,2482375,-,,PP_2176,930,,CDS,with_protein,AAN67789.2,"transcriptional regulator, LysR family",309.0,
gene,protein_coding,2482553,2483107,+,,PP_2177,555,,CDS,with_protein,AAN67790.1,putative transcriptional regulator,184.0,
gene,protein_coding,2483135,2484481,+,puuA-I,PP_2178,1347,,CDS,with_protein,AAN67791.1,glutamate-putrescine ligase,448.0,
gene,protein_coding,2484566,2485339,+,spuA,PP_2179,774,,CDS,with_protein,AAN67792.1,glutamine amidotransferase,257.0,
gene,protein_coding,2485409,2486767,+,spuC-I,PP_2180,1359,,CDS,with_protein,AAN67793.1,polyamine:pyruvate transaminase,452.0,
gene,protein_coding,2486951,2487505,+,,PP_2181,555,,CDS,with_protein,AAN67794.1,"Transcriptional regulator, Cro/CI family",184.0,
gene,protein_coding,2487629,2488144,+,,PP_2182,516,,CDS,with_protein,AAN67795.1,conserved protein of unknown function,171.0,
gene,protein_coding,2488546,2489028,+,,PP_2183,483,,CDS,with_protein,AAN67796.1,"putative Formate dehydrogenase, gamma subunit",160.0,
gene,protein_coding,2489004,2490581,+,,PP_2184,1578,,CDS,with_protein,AAN67797.1,"putative Formate dehydrogenase, beta subunit",525.0,
gene,protein_coding,2490578,2493460,+,,PP_2185,2883,,CDS,with_protein,AAN67798.1,"putative Formate dehydrogenase, alpha subunit",960.0,
gene,protein_coding,2493457,2493660,+,,PP_2186,204,,CDS,with_protein,AAN67799.1,"putative Formate dehydrogenase, delta subunit",67.0,
gene,protein_coding,2493774,2494637,-,,PP_2187,864,,CDS,with_protein,AAN67800.1,Universal stress protein family,287.0,
gene,protein_coding,2494792,2495409,+,,PP_2188,618,,CDS,with_protein,AAN67801.1,putative tRNA-(Ms(2)io(6)a)-hydroxylase,205.0,
gene,protein_coding,2495432,2495857,-,,PP_2189,426,,CDS,with_protein,AAN67802.1,conserved protein of unknown function,141.0,
gene,protein_coding,2495880,2496143,+,,PP_2190,264,,CDS,with_protein,AAN67803.1,conserved protein of unknown function,87.0,
gene,protein_coding,2496164,2496643,-,,PP_2191,480,,CDS,with_protein,AAN67804.1,putative Lipoprotein,159.0,
gene,protein_coding,2496775,2497899,+,,PP_2192,1125,,CDS,with_protein,AAN67805.1,"putative RNA polymerase sigma-70 factor, ECF subfamily/transmembrane sensor protein",374.0,
gene,protein_coding,2498100,2500553,+,,PP_2193,2454,,CDS,with_protein,AAN67806.1,Outer membrane ferric siderophore receptor,817.0,
gene,protein_coding,2500578,2501468,-,,PP_2194,891,,CDS,with_protein,AAN67807.1,"Transcriptional regulator, LysR family",296.0,
gene,protein_coding,2501562,2502650,+,,PP_2195,1089,,CDS,with_protein,AAN67808.1,Putrescine-binding periplasmic protein,362.0,
gene,protein_coding,2502706,2503641,+,speB,PP_2196,936,,CDS,with_protein,AAN67809.1,agmatinase,311.0,
gene,protein_coding,2503874,2504191,+,,PP_2197,318,,CDS,with_protein,AAN67810.1,conserved exported protein of unknown function,105.0,
gene,protein_coding,2504214,2505359,+,yliI,PP_2198,1146,,CDS,with_protein,AAN67811.1,aldose sugar dehydrogenase,381.0,
gene,protein_coding,2505401,2506507,+,,PP_2199,1107,,CDS,with_protein,AAN67812.1,conserved protein of unknown function,368.0,
gene,protein_coding,2506521,2507102,+,,PP_2200,582,,CDS,with_protein,AAN67813.1,conserved protein of unknown function,193.0,
gene,protein_coding,2507175,2508173,-,,PP_2201,999,,CDS,with_protein,AAN67814.1,"Hydrolase, alpha/beta fold family",332.0,
gene,protein_coding,2508249,2508686,-,,PP_2202,438,,CDS,with_protein,AAN67815.1,conserved membrane protein of unknown function,145.0,
gene,protein_coding,2508686,2509114,-,,PP_2203,429,,CDS,with_protein,AAN67816.1,conserved protein of unknown function,142.0,
gene,protein_coding,2509129,2510013,-,copB-I,PP_2204,885,,CDS,with_protein,AAN67817.1,copper resistance protein B,294.0,
gene,protein_coding,2510006,2511730,-,copA-I,PP_2205,1725,,CDS,with_protein,AAN67818.1,copper resistance protein A,574.0,
gene,protein_coding,2511809,2513089,-,yegQ,PP_2206,1281,,CDS,with_protein,AAN67819.1,putative peptidase,426.0,
gene,protein_coding,2513276,2514340,+,,PP_2207,1065,,CDS,with_protein,AAN67820.1,conserved membrane protein of unknown function,354.0,
gene,protein_coding,2514559,2515386,-,phnX,PP_2208,828,,CDS,with_protein,AAN67821.1,phosphonoacetaldehyde hydrolase,275.0,
gene,protein_coding,2515421,2516527,-,phnW,PP_2209,1107,,CDS,with_protein,AAN67822.1,2-aminoethylphosphonate--pyruvate transaminase,368.0,
gene,protein_coding,2516640,2517503,+,,PP_2210,864,,CDS,with_protein,AAN67823.1,LysR family transcriptional regulator,287.0,
gene,protein_coding,2517581,2518603,+,,PP_2211,1023,,CDS,with_protein,AAN67824.1,"Transcriptional regulator, AraC family",340.0,
gene,protein_coding,2518750,2523195,+,,PP_2212,4446,,CDS,with_protein,AAN67825.1,Leucine-rich repeat domain protein,1481.0,
gene,protein_coding,2523279,2524964,+,,PP_2213,1686,,CDS,with_protein,AAN67826.1,putative acyl-CoA synthetase,561.0,
gene,protein_coding,2524978,2525745,+,fadBA,PP_2214,768,,CDS,with_protein,AAN67827.1,3-hydroxyacyl-CoA dehydrogenase type-2,255.0,
gene,protein_coding,2525757,2526950,+,,PP_2215,1194,,CDS,with_protein,AAN67828.1,acetyl-CoA acetyltransferase,397.0,
gene,protein_coding,2526959,2528086,+,acd,PP_2216,1128,,CDS,with_protein,AAN67829.1,short-chain acyl-CoA dehydrogenase,375.0,
gene,protein_coding,2528100,2528873,+,,PP_2217,774,,CDS,with_protein,AAN67830.1,enoyl-CoA hydratase,257.0,
gene,protein_coding,2529280,2530581,+,,PP_2218,1302,,CDS,with_protein,AAN67831.1,transposase,433.0,
gene,protein_coding,2530762,2531130,+,,PP_2219,369,,CDS,with_protein,AAN67832.1,conserved protein of unknown function,122.0,
gene,protein_coding,2531166,2531570,+,,PP_2220,405,,CDS,with_protein,AAN67833.1,"C4-type zinc finger protein, DksA/TraR family",134.0,
gene,protein_coding,2531746,2531943,+,,PP_2222,198,,CDS,with_protein,AAN67835.1,conserved protein of unknown function,65.0,
gene,protein_coding,2532229,2532759,+,,PP_2223,531,,CDS,with_protein,AAN67836.1,conserved protein of unknown function,176.0,
gene,protein_coding,2532756,2532968,+,,PP_2224,213,,CDS,with_protein,AAN67837.1,conserved protein of unknown function,70.0,
gene,protein_coding,2532981,2533346,-,mrpG,PP_2225,366,,CDS,with_protein,AAN67838.1,"putative Multicomponent potassium-proton antiporter, subunit G",121.0,
gene,protein_coding,2533343,2533621,-,mrpF,PP_2226,279,,CDS,with_protein,AAN67839.1,putative K(+)/H(+) antiporter subunit F,92.0,
gene,protein_coding,2533618,2534106,-,mrpE,PP_2227,489,,CDS,with_protein,AAN67840.1,"putative Multicomponent potassium-proton antiporter, subunit E",162.0,
gene,protein_coding,2534103,2535782,-,mrpD,PP_2228,1680,,CDS,with_protein,AAN67841.1,putative K(+)/H(+) antiporter subunit D,559.0,
gene,protein_coding,2535779,2536123,-,mrpC,PP_2229,345,,CDS,with_protein,AAN67842.1,putative K(+)/H(+) antiporter subunit C,114.0,
gene,protein_coding,2536123,2539038,-,mrpAB,PP_2230,2916,,CDS,with_protein,AAN67843.1,putative K(+)/H(+) antiporter subunit A/B,971.0,
gene,protein_coding,2539189,2540139,-,,PP_2231,951,,CDS,with_protein,AAN67844.2,putative permease of the drug/metabolite transporter (DMT) superfamily,316.0,
gene,protein_coding,2540254,2540787,+,,PP_2232,534,,CDS,with_protein,AAN67845.1,XRE family transcriptional regulator,177.0,
gene,protein_coding,2540836,2541384,-,,PP_2233,549,,CDS,with_protein,AAN67846.1,"Hydrolase, isochorismatase family",182.0,
gene,protein_coding,2541467,2542459,+,,PP_2234,993,,CDS,with_protein,AAN67847.1,"Transcriptional regulator, AraC family",330.0,
gene,protein_coding,2542541,2542921,+,,PP_2235,381,,CDS,with_protein,AAN67848.1,conserved protein of unknown function,126.0,
gene,protein_coding,2542900,2543670,-,,PP_2236,771,,CDS,with_protein,AAN67849.2,putative hydrolase of the alpha/beta superfamily,256.0,
gene,protein_coding,2543654,2544772,-,,PP_2237,1119,,CDS,with_protein,AAN67850.1,conserved protein of unknown function,372.0,
gene,protein_coding,2544900,2546801,+,,PP_2238,1902,,CDS,with_protein,AAN67851.1,putative metallopeptidase,633.0,
gene,protein_coding,2546841,2547122,-,,PP_5504,282,,CDS,with_protein,AMM02843.1,conserved protein of unknown function,93.0,
gene,protein_coding,2547314,2548201,-,rhtA,PP_2239,888,,CDS,with_protein,AAN67852.1,threonine and homoserine exporter,295.0,
gene,rRNA,2548690,2550211,+,,PP_16SF,1522,,rRNA,,,16S ribosomal RNA,,
gene,tRNA,2550297,2550373,+,,PP_t35,77,,tRNA,,,tRNA-Ile,,
gene,tRNA,2550398,2550473,+,,PP_t36,76,,tRNA,,,tRNA-Ala,,
gene,rRNA,2550717,2553618,+,,PP_23SF,2902,,rRNA,,,23S ribosomal RNA,,
gene,rRNA,2553750,2553869,+,,PP_5SF,120,,rRNA,,,5S ribosomal RNA,,
gene,protein_coding,2554020,2555900,+,,PP_2240,1881,,CDS,with_protein,AAN67853.1,"putative ABC efflux transporter, permease/ATP-binding protein",626.0,
gene,protein_coding,2556111,2557310,-,,PP_2241,1200,,CDS,with_protein,AAN67854.2,putative major facilitator family transporter,399.0,
gene,protein_coding,2557741,2559975,+,fepA,PP_2242,2235,,CDS,with_protein,AAN67855.1,ferric enterobactin transport system outer membrane subunit,744.0,
gene,protein_coding,2560039,2560641,+,,PP_2243,603,,CDS,with_protein,AAN67856.1,conserved protein of unknown function,200.0,
gene,protein_coding,2560645,2561430,-,,PP_2244,786,,CDS,with_protein,AAN67857.1,putative transmembrane protein TauE like,261.0,
gene,protein_coding,2561555,2562148,-,,PP_2245,594,,CDS,with_protein,AAN67858.1,"Transcriptional regulator, Cro/CI family",197.0,
gene,protein_coding,2562263,2563399,+,dauA,PP_2246,1137,,CDS,with_protein,AAN67859.1,"catabolic D-arginine dehydrogenase, FAD-dependent",378.0,
gene,protein_coding,2563412,2563789,+,,PP_2247,378,,CDS,with_protein,AAN67860.1,putative Endoribonuclease,125.0,
gene,protein_coding,2563902,2564966,+,,PP_2248,1065,,CDS,with_protein,AAN67861.1,putative transporter,354.0,
gene,protein_coding,2565020,2566951,-,pctB,PP_2249,1932,,CDS,with_protein,AAN67862.1,Methyl-accepting chemotaxis protein PctB,643.0,
gene,protein_coding,2567049,2567927,-,,PP_2250,879,,CDS,with_protein,AAN67863.1,"Transcriptional regulator, LysR family",292.0,
gene,protein_coding,2568030,2568458,+,,PP_2251,429,,CDS,with_protein,AAN67864.1,conserved membrane protein of unknown function,142.0,
gene,protein_coding,2568498,2569547,-,,PP_2252,1050,,CDS,with_protein,AAN67865.1,conserved exported protein of unknown function,349.0,
gene,protein_coding,2569699,2570367,-,,PP_2253,669,,CDS,with_protein,AAN67866.1,"Transcriptional regulator, GntR family",222.0,
gene,protein_coding,2570384,2571082,-,,PP_2254,699,,CDS,with_protein,AAN67867.1,"Transcriptional regulator, GntR family",232.0,
gene,protein_coding,2571126,2572436,-,dctA-III,PP_2255,1311,,CDS,with_protein,AAN67868.1,C4-dicarboxylate transport protein,436.0,
gene,protein_coding,2572664,2572978,-,,PP_2256,315,,CDS,with_protein,AAN67869.1,"Transcriptional regulator, Cro/CI family",104.0,
gene,protein_coding,2573245,2574810,+,,PP_2257,1566,,CDS,with_protein,AAN67870.1,putative aerotaxis receptor,521.0,
gene,protein_coding,2574824,2576512,+,,PP_2258,1689,,CDS,with_protein,AAN67871.1,Sensory box protein,562.0,
gene,protein_coding,2576619,2578394,-,,PP_2259,1776,,CDS,with_protein,AAN67872.1,putative sigma-54 dependent transcriptional regulator,591.0,
gene,protein_coding,2578591,2579685,+,,PP_2260,1095,,CDS,with_protein,AAN67873.1,"putative glycerol-phosphate ABC transporter, ATP-binding protein",364.0,
gene,protein_coding,2579685,2580782,+,,PP_2261,1098,,CDS,with_protein,AAN67874.1,"Sugar ABC transporter, ATP-binding protein",365.0,
gene,protein_coding,2580779,2581645,+,,PP_2262,867,,CDS,with_protein,AAN67875.2,"sugar ABC transporter, permease protein",288.0,
gene,protein_coding,2581649,2582449,+,,PP_2263,801,,CDS,with_protein,AAN67876.1,"Sugar ABC transporter, permease protein",266.0,
gene,protein_coding,2582462,2582734,+,,PP_5505,273,,CDS,with_protein,AMM02844.1,conserved transmembrane protein of unknown function,90.0,
gene,protein_coding,2582774,2584513,+,,PP_2264,1740,,CDS,with_protein,AAN67877.1,"putative Sugar ABC transporter, periplasmic sugar-binding protein",579.0,
gene,protein_coding,2584640,2585494,-,folD-II,PP_2265,855,,CDS,with_protein,AAN67878.1,methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,284.0,
gene,tRNA,2585764,2585840,+,,PP_t37,77,,tRNA,,,tRNA-Arg,,
gene,tRNA,2585882,2585957,+,,PP_t38,76,,tRNA,,,tRNA-His,,
gene,tRNA,2586010,2586094,+,,PP_t39,85,,tRNA,,,tRNA-Leu,,
gene,protein_coding,2586636,2589194,+,,PP_2266,2559,,CDS,with_protein,AAN67879.1,"DNA-directed RNA polymerase, bacteriophage and mitochondrial type",852.0,
gene,protein_coding,2589642,2589893,+,,PP_5507,252,,CDS,with_protein,AMM02845.1,protein of unknown function,83.0,
