GENE_ID	COG_ID	COG_CATEGORY	COG_NAME	PATHWAY	FUNC_CATEGORY_NUMBER	FUNC_CATEGORY	COG_GROUP	COG_CATEGORY_DESCRIPTION	ASSOC_COLOR
PP_RS06535	COG1052	H	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS06535	COG1052	R	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS08495	COG1052	C	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS08495	COG1052	H	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS08495	COG1052	R	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS08785	COG1052	C	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS08785	COG1052	H	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS08785	COG1052	R	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS17585	COG1052	C	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS17585	COG1052	H	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS17585	COG1052	R	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS22410	COG1052	C	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS22410	COG1052	H	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS22410	COG1052	R	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	Pyridoxal phosphate biosynthesis	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS01100	COG1053	C	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	TCA cycle	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS13560	COG1053	C	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	TCA cycle	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS13585	COG1053	C	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	TCA cycle	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS13595	COG1053	C	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	TCA cycle	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS21760	COG1053	C	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	TCA cycle	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS09035	COG1054	J	tRNA U34 5'-hydroxylase TrhO, rhodanese family	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS09950	COG1055	P	Na+/H+ antiporter NhaD or related arsenite permease	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS14145	COG1055	P	Na+/H+ antiporter NhaD or related arsenite permease	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS25100	COG1057	H	Nicotinate-nucleotide adenylyltransferase NadD	NAD biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS08330	COG1062	C	Zn-dependent alcohol/formaldehyde dehydrogenase	NA	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS01745	COG1063	E	Threonine dehydrogenase or related Zn-dependent dehydrogenase	Non-phosphorylated Entner-Doudoroff pathway	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS01745	COG1063	R	Threonine dehydrogenase or related Zn-dependent dehydrogenase	Non-phosphorylated Entner-Doudoroff pathway	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS02915	COG1063	E	Threonine dehydrogenase or related Zn-dependent dehydrogenase	Non-phosphorylated Entner-Doudoroff pathway	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS02915	COG1063	R	Threonine dehydrogenase or related Zn-dependent dehydrogenase	Non-phosphorylated Entner-Doudoroff pathway	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS20650	COG1063	E	Threonine dehydrogenase or related Zn-dependent dehydrogenase	Non-phosphorylated Entner-Doudoroff pathway	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS20650	COG1063	R	Threonine dehydrogenase or related Zn-dependent dehydrogenase	Non-phosphorylated Entner-Doudoroff pathway	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS12640	COG1064	G	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS19975	COG1064	G	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS24195	COG1066	L	DNA repair protein RadA/Sms, contains AAA+ ATPase domain	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS03635	COG1067	O	Predicted ATP-dependent protease	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS02930	COG1071	C	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	Pyruvate oxidation	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS22840	COG1071	C	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	Pyruvate oxidation	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS07730	COG1073	T	Fermentation-respiration switch esterase FrsA, DUF1100 family	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS24340	COG1074	L	3'-5' helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V)	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS25335	COG1075	I	Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold	NA	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS02150	COG1076	O	DnaJ domain-containing protein	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS04475	COG1076	O	DnaJ domain-containing protein	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS04905	COG1077	D	Cell shape-determining ATPase MreB, actin-like superfamily	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell cycle control, cell division, chromosome partitioning	FCFCCC
PP_RS04905	COG1077	Z	Cell shape-determining ATPase MreB, actin-like superfamily	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cytoskeleton	BCFCAC
PP_RS04210	COG1080	G	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS28375	COG1080	G	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS13335	COG1082	G	Sugar phosphate isomerase/epimerase	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS13575	COG1082	G	Sugar phosphate isomerase/epimerase	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS09205	COG1083	M	CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS09280	COG1086	M	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS09280	COG1086	O	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS16385	COG1086	M	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS16385	COG1086	O	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS16320	COG1087	M	UDP-glucose 4-epimerase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS09180	COG1088	M	dTDP-D-glucose 4,6-dehydratase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS09250	COG1089	M	GDP-D-mannose dehydratase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS09255	COG1089	M	GDP-D-mannose dehydratase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS03970	COG1090	R	NAD dependent epimerase/dehydratase family enzyme	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS02655	COG1091	M	dTDP-4-dehydrorhamnose reductase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS09175	COG1091	M	dTDP-4-dehydrorhamnose reductase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS10885	COG1092	J	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	23S rRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS22360	COG1092	J	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	23S rRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS26715	COG1092	J	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	23S rRNA modification	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS04460	COG1104	E	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS12685	COG1104	E	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS22585	COG1104	E	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS04215	COG1105	G	1-phosphofructokinase or 6-phosphofructokinase II	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS03430	COG1106	R	ATPase/GTPase, AAA15 family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS00600	COG1108	P	ABC-type Mn2+/Zn2+ transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS19795	COG1108	P	ABC-type Mn2+/Zn2+ transport system, permease component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS09130	COG1109	G	Phosphomannomutase	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS24600	COG1109	G	Phosphomannomutase	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS27555	COG1109	G	Phosphomannomutase	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS19210	COG1112	L	Superfamily I DNA and/or RNA helicase	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS01505	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS04875	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS05525	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS13280	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS15100	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS21345	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS22870	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23405	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS24820	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS25265	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26240	COG1113	E	L-asparagine transporter or related permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS21725	COG1114	E	Branched-chain amino acid permease	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS02630	COG1115	E	Na+/alanine symporter	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS00920	COG1116	P	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS01120	COG1116	P	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS01270	COG1116	P	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS16740	COG1116	P	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS18890	COG1116	P	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS13850	COG1117	P	ABC-type phosphate transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS27740	COG1117	P	ABC-type phosphate transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS26925	COG1118	P	ABC-type sulfate/molybdate transport systems, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS12590	COG1120	P	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS12590	COG1120	H	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	NA	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS00605	COG1121	P	ABC-type Mn2+/Zn2+ transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS19790	COG1121	P	ABC-type Mn2+/Zn2+ transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS17445	COG1124	E	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS17445	COG1124	P	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS04590	COG1125	E	ABC-type proline/glycine betaine transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS01195	COG1126	E	ABC-type polar amino acid transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS05570	COG1126	E	ABC-type polar amino acid transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS06730	COG1126	E	ABC-type polar amino acid transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS18685	COG1126	E	ABC-type polar amino acid transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS22970	COG1126	E	ABC-type polar amino acid transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS24795	COG1126	E	ABC-type polar amino acid transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26195	COG1126	E	ABC-type polar amino acid transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS00725	COG1127	M	ATPase subunit MlaF of the ABC-type intermembrane phospholipid transporter Mla	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS05030	COG1127	M	ATPase subunit MlaF of the ABC-type intermembrane phospholipid transporter Mla	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS12805	COG1129	G	ABC-type sugar transport system, ATPase component	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS14355	COG1129	G	ABC-type sugar transport system, ATPase component	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS09760	COG1131	J	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS09760	COG1131	V	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS13895	COG1131	J	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS13895	COG1131	V	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS22030	COG1131	J	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS22030	COG1131	V	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS27130	COG1131	J	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS27130	COG1131	V	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS27130	COG1131	J	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS27130	COG1131	V	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS09045	COG1132	V	ABC-type multidrug transport system, ATPase and permease component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS10995	COG1132	V	ABC-type multidrug transport system, ATPase and permease component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS13540	COG1132	V	ABC-type multidrug transport system, ATPase and permease component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS13545	COG1132	V	ABC-type multidrug transport system, ATPase and permease component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS13700	COG1132	V	ABC-type multidrug transport system, ATPase and permease component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS18030	COG1132	V	ABC-type multidrug transport system, ATPase and permease component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS23660	COG1132	V	ABC-type multidrug transport system, ATPase and permease component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS25755	COG1132	V	ABC-type multidrug transport system, ATPase and permease component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS09140	COG1134	G	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS00585	COG1135	E	ABC-type methionine transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS01170	COG1135	E	ABC-type methionine transport system, ATPase component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS02690	COG1136	M	ABC-type lipoprotein export system, ATPase component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS11180	COG1136	M	ABC-type lipoprotein export system, ATPase component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS19445	COG1136	M	ABC-type lipoprotein export system, ATPase component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS21860	COG1136	M	ABC-type lipoprotein export system, ATPase component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS05005	COG1137	M	ABC-type lipopolysaccharide export system, ATPase component	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS22445	COG1138	C	Cytochrome c biogenesis protein CcmF	NA	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS22445	COG1138	O	Cytochrome c biogenesis protein CcmF	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS21440	COG1143	C	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	NADH dehydrogenase	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS26700	COG1143	C	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	NADH dehydrogenase	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS01105	COG1146	F	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit	NA	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS08375	COG1146	F	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit	NA	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS20990	COG1146	F	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit	NA	3	METABOLISM	3	Nucleotide transport and metabolism	DCECFC
PP_RS02790	COG1154	H	Deoxyxylulose-5-phosphate synthase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS02790	COG1154	I	Deoxyxylulose-5-phosphate synthase	Pyridoxal phosphate biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS22665	COG1157	N	Flagellar biosynthesis/Type III secretion system ATPase FliI/YscN/InvC/EscN, SctN family	Type III secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS22665	COG1157	U	Flagellar biosynthesis/Type III secretion system ATPase FliI/YscN/InvC/EscN, SctN family	Type III secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS27170	COG1158	K	Transcription termination factor Rho	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS07405	COG1159	J	GTPase Era, involved in 16S rRNA processing	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS04535	COG1160	J	Double Era-like domain GTPase Der	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS26755	COG1160	J	Double Era-like domain GTPase Der	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS25595	COG1162	J	Ribosome biogenesis GTPase RsgA	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS02990	COG1166	E	Arginine decarboxylase (spermidine biosynthesis)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS02575	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS02575	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS05765	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS05765	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS13275	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS13275	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS13765	COG1167	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS13765	COG1167	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	Lysine biosynthesis	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
